Student ID,Gender,Age,Major,GPA,Extra Curricular,Num Programming Languages,Num Past Internships,Good Candidate
470,M,24,Electrical and Computer Engineering,4.0,Fraternity,3,4,1
471,F,20,Electrical and Computer Engineering,3.74,Sorority,1,4,1
472,M,20,Business,3.37,Fraternity,5,1,1
473,M,20,Math,1.95,American Football,3,3,0
474,F,22,Statistics and Machine Learning,2.81,Volleyball,2,2,0
475,F,19,Math,3.89,Society of Women Engineers,3,0,1
476,F,21,Business,3.42,Student Government,4,0,1
477,F,18,Statistics and Machine Learning,3.02,Student Government,4,4,1
478,M,21,Information Systems,3.42,Buggy,4,0,1
479,F,20,Electrical and Computer Engineering,4.0,Society of Women Engineers,1,0,1
480,M,20,Information Systems,2.42,Student Government,5,2,0
481,F,20,Electrical and Computer Engineering,2.28,Student Theatre,1,3,0
482,F,21,Computer Science,2.39,Sorority,4,4,0
483,M,21,Information Systems,0.12,Men's Basketball,3,3,0
484,F,21,Business,3.04,Sorority,4,2,1
485,F,20,Electrical and Computer Engineering,3.05,Women in CS,5,3,1
486,M,24,Electrical and Computer Engineering,3.3,Fraternity,5,4,1
487,M,20,Business,2.82,American Football,3,2,0
488,M,22,Electrical and Computer Engineering,3.16,Student Theatre,2,0,1
489,M,20,Statistics and Machine Learning,3.01,Men's Golf,3,3,0
490,M,21,Information Systems,4.0,Fraternity,4,0,1
491,M,22,Math,3.06,Men's Golf,3,4,1
492,F,21,Electrical and Computer Engineering,3.71,Teaching Assistant,3,4,1
493,M,20,Information Systems,3.38,Men's Golf,5,3,1
494,F,19,Business,2.09,Student Government,5,3,0
495,M,20,Computer Science,2.89,Student Government,5,0,0
496,F,24,Computer Science,2.53,Buggy,3,2,1
497,F,21,Computer Science,2.0,Sorority,3,2,0
498,M,22,Electrical and Computer Engineering,3.24,Men's Basketball,4,1,1
499,F,21,Computer Science,2.11,Sorority,3,0,0
